C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_37_710.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_37_710.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_37_710.jpg, 0, 0, 0, 7.853829E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_37_815.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_37_815.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_37_815.jpg, 0, 0, 0, 7.831732E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_37_914.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_37_914.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_37_914.jpg, 0, 0, 0, 7.959677E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_38_015.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_38_015.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_38_015.jpg, 0, 0, 0, 7.83842E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_38_118.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_38_118.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_38_118.jpg, 0, 0, 0, 7.804247E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_38_218.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_38_218.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_38_218.jpg, 0, 0, 0, 7.849879E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_38_326.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_38_326.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_38_326.jpg, 0, 0, 0, 7.782671E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_38_427.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_38_427.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_38_427.jpg, 0, 0, 0, 8.101992E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_38_531.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_38_531.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_38_531.jpg, 0, 0, 0, 7.923495E-05
C:\Users\Vedansh\Desktop\SDC\Data\IMG\center_2019_07_24_13_27_38_635.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\left_2019_07_24_13_27_38_635.jpg, C:\Users\Vedansh\Desktop\SDC\Data\IMG\right_2019_07_24_13_27_38_635.jpg, 0, 0, 0, 7.930999E-05
